deployment,dive_start,feeding_start,feeding_end,dive_end,dive_start_timestamp,descent_time,feeding_time,ascent_time,dive_time,stroke_frequency_feeding,avg_feeding_depth,avg_feeding_speed,max_dive_depth,pitch_excursion,roll_excursion,heading_excursion,depth_excursion,dist_total,dist_feeding,staightline_dist_feeding,tortuosity_feeding,avg_pitch_feeding,max_roll_feeding,time_between_dives,observed_feeding,dive_type,year
ea230116-P47,44413,44493,45911,46001,2023-01-16 13:17:33,8,141.8,9,158.8,0.169252468265162,4.98659428334004,1.12139920833536,5.87206363217645,30.6193770995697,8.47763518767796,47.3242915103375,1.60592808157167,184.663760754767,160.684979075564,153.762483570378,0.0430811613195659,-4.55325825182722,8.11307571813859,0,y,u,2023
ea230116-P47,46001,46065,46180,46244,2023-01-16 13:20:12,6.4,11.5,6.4,24.3,0.173913043478261,4.47297939335805,1.19004975062409,5.06503552664438,32.5816946573146,6.51434444912911,13.8382839166931,1.4246072497196,32.8349854018582,13.9237528344383,13.5432088159626,0.0273305640369074,-1.62660848689146,7.55733570693248,0,n,u,2023
ea230116-P47,46244,46292,46408,46463,2023-01-16 13:20:36,4.8,11.6,5.5,21.9,0.0862068965517241,4.28456121275145,1.08746819886866,4.57794059913131,35.8216003489875,3.83387195617599,9.3235065268965,1.03377862370091,29.9474649175908,12.7275896748932,12.5001911569299,0.0178665814794404,-3.63604615294902,5.22619121828789,1.9,n,u,2023
ea230116-P47,46482,46550,46872,46930,2023-01-16 13:21:00,6.8,32.2,5.8,44.8,0.15527950310559,4.6512187116166,1.13679438481876,5.16407785753199,34.6751866391411,9.55062504022678,11.744849234753,1.06014273414653,55.6724634983613,37.0476198528567,36.2343388244371,0.0219523151999986,-3.05228753431073,8.44181210334897,0,n,u,2023
ea230116-P47,46930,46988,47140,47190,2023-01-16 13:21:45,5.8,15.2,5,26,0.164473684210526,4.0989748311056,1.08408253703124,4.52475264019359,40.6587823158993,4.84215979244372,11.7740637085803,1.64587407503508,32.1116952348576,16.8562191091923,16.1631302014337,0.0411176968731143,-2.03608934174245,3.36076560256137,0,n,u,2023
ea230116-P47,47190,47245,48188,48243,2023-01-16 13:22:11,5.5,94.3,5.5,105.3,0.180275715800636,4.19144279663456,1.12730881133008,4.90743270015601,30.160245210147,7.99076551227814,19.463497468575,1.45441987000691,123.316496178921,107.119378076194,105.045175379932,0.0193634684359955,-4.27630906756459,7.47534318870178,1.8,n,u,2023
ea230116-P47,48261,48311,48749,48841,2023-01-16 13:23:58,5,43.8,9.2,58,0.159817351598174,4.67868020457824,1.08838719999083,5.65143697465347,32.783416467391,9.69961341419015,17.5545290533296,1.96906762756505,67.3262971066749,47.9413570938772,47.0435409786947,0.0187273821519999,-5.19759773414054,6.79241884245497,3.6,n,u,2023
ea230116-P47,48877,48921,49030,49083,2023-01-16 13:24:59,4.4,10.9,5.3,20.6,0.229357798165138,3.80798081592287,1.2439356347158,4.4373764022674,34.9922691092857,4.46716020632652,8.85586361101036,1.34424001362462,28.2391185495303,13.6703124567132,13.3628112657308,0.0224940865072449,-1.83074523310816,4.42522293843209,0,n,u,2023
ea230116-P47,49083,49108,49247,49297,2023-01-16 13:25:20,2.5,13.9,5,21.4,0.107913669064748,4.18192449526871,1.285200290834,5.04215869213891,34.2462564174391,7.45957327682564,5.11645338235758,2.88350849379094,31.2415380038201,18.1537924483027,17.5380601819488,0.0339175556902168,-3.65353827385447,5.40263369915668,2.1,y,u,2023
ea230116-P47,49318,49406,49626,49702,2023-01-16 13:25:43,8.8,22,7.6,38.4,0.181818181818182,5.11808586423153,1.18660135113345,5.9600489199182,27.1054498348559,6.22711913015336,8.10376358579413,1.6549480366573,49.8611239244628,26.4986971631169,25.8404427510565,0.024841010409244,-2.54218536618112,5.46445432358477,2.2,n,u,2023
ea230116-P47,49724,49834,51032,51094,2023-01-16 13:26:24,11,119.8,6.2,137,0.183639398998331,6.6725063165203,1.08606213352282,7.9091265561386,38.7824687119433,20.8795673498015,45.5971564871982,3.22679483393395,155.869656542702,131.218170486032,125.358797426722,0.0446536713445043,-4.78397439416235,11.9568371776188,2.3,n,u,2023
ea230116-P47,51117,51188,51978,52081,2023-01-16 13:28:43,7.1,79,10.3,96.4,0.177215189873418,6.9748282348583,1.10809692230105,8.16895561579223,36.0267517233281,5.85375098704887,14.8468103180918,2.66077610525939,111.825015683606,88.5622107878517,86.4698203348162,0.0236262220017038,-4.51248897716975,7.02541916324108,749.6,n,u,2023
ea230116-P47,59577,59671,60065,60201,2023-01-16 13:42:49,9.4,39.4,13.6,62.4,0.139593908629442,4.92291710774252,1.27887462288903,5.42498834716689,18.0222276761248,8.78539676706585,18.5328460416929,1.52708619571047,79.1387897924805,49.0223555562507,48.3319358120049,0.0140837733399735,-15.3681181595061,6.28714650354601,19.1,n,u,2023
ea230116-P47,60392,60492,60770,60855,2023-01-16 13:44:11,10,27.8,8.5,46.3,0.12589928057554,4.36389545758176,0.986396443454533,4.98590482365524,26.6806573079177,8.82717654927458,16.01039731163,1.75574153976702,48.9696179547969,26.6154879788352,26.2546248462255,0.0135583887433004,-14.3381052866499,5.64132256735599,1.7,y,u,2023
ea230116-P47,60872,60920,61938,61995,2023-01-16 13:44:59,4.8,101.8,5.7,112.3,0.166994106090373,6.21002717234457,1.07837969309511,8.15876684499388,38.6382153091837,11.0252972260747,35.1912484190254,4.76623028734555,123.194477358525,109.061061260867,105.21510161047,0.0352642786154257,-11.891696251948,6.31594000848149,15.9,y,u,2023
ea230116-P47,62154,62213,62820,62910,2023-01-16 13:47:07,5.9,60.7,9,75.6,0.164744645799012,5.62596876657929,1.03746668265457,6.55930575536779,29.7100792610956,10.4646355844356,28.740403474942,2.00871276953989,84.6491738561625,62.7160104980298,60.8155674222744,0.0303023591689565,-11.8983487241698,7.46302695397089,0.9,y,u,2023
ea230116-P47,62919,63004,64357,64453,2023-01-16 13:48:23,8.5,135.3,9.6,153.4,0.177383592017738,5.92425236032962,1.03859316827868,6.78200659822514,25.7406491599713,10.6331233187862,74.0521681332727,2.07590758781221,163.110978937297,139.303041606391,129.381392965317,0.0712234889250213,-12.4887028867502,6.72787044522795,31.2,n,u,2023
ea230116-P47,64765,64831,66004,66098,2023-01-16 13:51:28,6.6,117.3,9.4,133.3,0.15771526001705,6.28457665948768,1.00862474366527,7.31890424464533,34.8530961669573,93.9062640384837,203.034849585077,2.92601865855067,137.101997976448,116.667094860077,38.4125388573845,0.670750875356465,-12.731659358137,80.8960168647831,1,y,u,2023
ea230116-P47,66108,66183,66726,66821,2023-01-16 13:53:42,7.5,54.3,9.5,71.3,0.174953959484346,6.37689345058086,1.06051706106356,7.22358657358245,35.2086997857778,9.69659717920676,43.3935617178563,2.0207100023549,78.889496907548,56.7021329353135,53.8930882554616,0.0495403706075132,-12.5120231017617,6.0658628746414,25.5,y,u,2023
ea230116-P47,67076,67163,68248,68352,2023-01-16 13:55:19,8.7,108.5,10.4,127.6,0.184331797235023,5.88108494383837,1.07083506772429,6.88368552491864,26.7639027040373,12.8288863209074,64.4123230552934,1.84047052442522,139.997218857426,115.152069897957,107.890338835399,0.0630620975288857,-11.8329806962835,8.02888407396227,41.7,y,u,2023
ea230116-P47,68769,68837,69966,70020,2023-01-16 13:58:08,6.8,112.9,5.4,125.1,0.163861824623561,5.79971951278774,1.0628824348435,6.65806189564071,51.2330821707194,16.2595153873252,62.2862771014231,2.54486104929264,135.22535237017,118.510676684255,114.088494874915,0.0373146279564529,-12.8681510752253,14.4426690527202,1.9,y,u,2023
ea230116-P47,70039,70099,70564,70639,2023-01-16 14:00:15,6,46.5,7.5,60,0.150537634408602,5.27551113891445,1.06526126007713,5.98873509628987,25.1398522692284,13.0512247559839,58.8348438501703,1.28902251685247,66.3813774859704,49.035043110069,45.7081194366911,0.0678478790343871,-12.9749206027045,9.29656904841397,0,n,u,2023
ea230116-P47,70639,70695,71132,71216,2023-01-16 14:01:15,5.6,43.7,8.4,57.7,0.183066361556064,5.20299384920099,1.06229770396011,5.74996548783218,25.1800142045055,9.32305918451531,43.3039105723626,1.38449140997525,63.8778017203248,45.865262940817,43.7121032838292,0.0469453246079969,-12.7956393764148,4.86741681135203,1.5,y,u,2023
ea230116-P47,71231,71280,71463,71524,2023-01-16 14:02:15,4.9,18.3,6.1,29.3,0.163934426229508,4.81416730353347,1.02526008471678,5.56112686740336,41.6526237159024,11.13793448907,31.0110797370771,2.10287979401118,34.574112046546,18.8022217441538,17.8481090415056,0.0507446787741883,-13.2565993988371,8.89977503955791,9.5,y,u,2023
ea230116-P47,71619,71674,72550,72632,2023-01-16 14:02:53,5.5,87.6,8.2,101.3,0.182648401826484,5.72390442537179,1.06655685231153,7.12743595938707,32.082974231663,9.14108048084093,46.3602237544724,2.72010600106106,110.666653148215,92.3153831369812,89.1861787499897,0.0338968899944695,-12.5185420893078,7.48804620659301,0,n,u,2023
ea230116-P47,72632,72696,73073,73143,2023-01-16 14:04:35,6.4,37.7,7,51.1,0.159151193633952,5.08724441764638,1.06430761074416,5.62107949526318,22.3613889470232,7.91587856988352,21.8189662799784,1.4098826722057,58.410599844238,39.8852440130951,38.9646510433145,0.0230810414367361,-11.1644959288736,5.05671467872651,23.6,n,u,2023
ea230116-P47,73379,73453,73955,74021,2023-01-16 14:05:49,7.4,50.2,6.6,64.2,0.139442231075697,5.52276190552832,1.08218953134793,7.00919152964666,37.3026843961615,9.12950364461621,15.0090176092597,2.82716772513432,73.3647670699302,54.2806676445697,52.6064486933555,0.0308437427884464,-11.1350076098674,8.41589226039148,1.3,n,u,2023
ea230116-P47,74034,74084,74260,74331,2023-01-16 14:06:55,5,17.6,7.1,29.7,0.113636363636364,5.42560375352526,1.05666325603853,6.37136594670822,40.6960846071155,5.72829713375699,9.24241658424512,2.82098655429303,36.8139706002221,18.8035076526324,17.8690210232263,0.0496974631898127,-12.2092667749704,7.67907473471534,72.1,y,u,2023
ea230116-P47,75052,75090,75351,75413,2023-01-16 14:08:37,3.8,26.1,6.2,36.1,0.153256704980843,4.39448793960407,1.03030051318417,5.22302487619616,29.2939012811343,12.0549023298585,38.6085000621213,2.51799073502944,40.8346715030071,26.5123523579085,25.2834881589902,0.0463506286552422,-15.1311270449996,6.15344240062546,1.5,n,u,2023
ea230116-P47,75428,75498,76590,76669,2023-01-16 14:09:14,7,109.2,7.9,124.1,0.16025641025641,4.54239891381514,1.06899360168401,5.45230549524378,26.6050794289225,8.96863035503347,45.7157964054716,1.69009346648528,134.61444117203,115.160564045082,110.982841590119,0.0362773705530669,-13.422492026921,7.24261459293495,0.9,n,u,2023
